MFCCs_10,MFCCs_17,Species
-0.150948706,-0.132806783,HypsiboasCinerascens
-0.1991852,-0.125814178,HypsiboasCinerascens
-0.092014222,-0.122970732,HypsiboasCinerascens
-0.181885629,-0.090968921,HypsiboasCinerascens
-0.080279186,-0.07024238,HypsiboasCinerascens
-0.18184668,-0.165451645,HypsiboasCinerascens
-0.391224574,-0.020058523,HypsiboasCinerascens
-0.017564271,-0.114748503,HypsiboasCinerascens
-0.134076758,-0.029724534,HypsiboasCinerascens
-0.001146642,0.009039053,HypsiboasCinerascens
0.001418885,-0.097495345,HypsiboasCinerascens
-0.009943629,-0.014807417,HypsiboasCinerascens
-0.168893123,-0.185920328,HypsiboasCinerascens
-0.080666036,-0.084325449,HypsiboasCinerascens
-0.158155223,-0.130855465,HypsiboasCinerascens
-0.068709608,-0.105297183,HypsiboasCinerascens
-0.186833767,-0.074217236,HypsiboasCinerascens
-0.100968002,-0.018333722,HypsiboasCinerascens
-6.47E-05,-0.135417654,HypsiboasCinerascens
-0.083594894,-0.044250257,HypsiboasCinerascens
-0.27382682,-0.198509168,HypsiboasCinerascens
-0.118246487,-0.14824231,HypsiboasCinerascens
-0.331605206,-0.161513024,HypsiboasCinerascens
-0.119223785,-0.084229269,HypsiboasCinerascens
-0.12076956,-0.146500812,HypsiboasCinerascens
-0.048459284,-0.177551268,HypsiboasCinerascens
-0.236124007,-0.247317987,HypsiboasCinerascens
-0.273380275,-0.198492183,HypsiboasCinerascens
-0.263970273,-0.157003004,HypsiboasCinerascens
-0.265941179,-0.241548716,HypsiboasCinerascens
-0.103096891,-0.12603469,HypsiboasCinerascens
-0.207682662,-0.098143977,HypsiboasCinerascens
-0.21535509,-0.279808169,HypsiboasCinerascens
-0.360350138,-0.223003683,HypsiboasCinerascens
-0.414806286,-0.076856181,HypsiboasCinerascens
-0.238632792,-0.148288909,HypsiboasCinerascens
-0.098668287,-0.054952178,HypsiboasCinerascens
-0.130987649,-0.092123242,HypsiboasCinerascens
-0.057758374,-0.024343098,HypsiboasCinerascens
-0.186781163,-0.190801214,HypsiboasCinerascens
-0.434245367,-0.157396493,HypsiboasCinerascens
-0.180362889,-0.157295822,HypsiboasCinerascens
-0.083933144,-0.081340751,HypsiboasCinerascens
-0.218541806,-0.143642452,HypsiboasCinerascens
-0.040723759,-0.05449608,HypsiboasCinerascens
-0.34441297,-0.153933078,HypsiboasCinerascens
0.085915707,-0.143597142,HypsiboasCinerascens
-0.102117361,-0.11923715,HypsiboasCinerascens
-0.177558991,-0.205305694,HypsiboasCinerascens
-0.207599562,-0.039626729,HypsiboasCinerascens
-0.064218215,0.035968001,HypsiboasCinerascens
-0.138224627,-0.128615049,HypsiboasCinerascens
-0.133390372,-0.098653554,HypsiboasCinerascens
-0.043605771,-0.124680459,HypsiboasCinerascens
-0.10477036,-0.166281209,HypsiboasCinerascens
0.055199298,-0.024368441,HypsiboasCinerascens
-0.099488977,-0.128685067,HypsiboasCinerascens
-0.005393095,-0.03268868,HypsiboasCinerascens
-0.143065576,-0.051402742,HypsiboasCinerascens
-0.313530611,-0.209396962,HypsiboasCinerascens
-0.272324535,-0.151400814,HypsiboasCinerascens
-0.253660778,-0.227349928,HypsiboasCinerascens
-0.228690553,-0.115086046,HypsiboasCinerascens
-0.110937789,-0.247849499,HypsiboasCinerascens
-0.052551917,-0.049428189,HypsiboasCinerascens
-0.207722089,-0.191531071,HypsiboasCinerascens
-0.518322828,-0.010532019,HypsiboasCinerascens
0.03542309,-0.078423573,HypsiboasCinerascens
-0.114121686,-0.088066887,HypsiboasCinerascens
-0.080044695,-0.149818007,HypsiboasCinerascens
-0.207376403,-0.116273896,HypsiboasCinerascens
-0.096120733,-0.216697781,HypsiboasCinerascens
-0.041185497,-0.089672819,HypsiboasCinerascens
-0.054224486,-0.104362034,HypsiboasCinerascens
-0.113976046,-0.097947062,HypsiboasCinerascens
-0.186671676,-0.126154974,HypsiboasCinerascens
-0.037011961,-0.096893964,HypsiboasCinerascens
-0.093827333,-0.070410209,HypsiboasCinerascens
-0.165867131,-0.179296375,HypsiboasCinerascens
-0.077027798,-0.207587468,HypsiboasCinerascens
-0.080015822,-0.166141519,HypsiboasCinerascens
-0.116820497,-0.161492611,HypsiboasCinerascens
0.046243277,-0.05155608,HypsiboasCinerascens
-0.060041681,-0.0795848,HypsiboasCinerascens
-0.071651929,-0.043482903,HypsiboasCinerascens
-0.273270785,-0.142305146,HypsiboasCinerascens
-0.135362143,-0.084893606,HypsiboasCinerascens
-0.162890805,-0.099608215,HypsiboasCinerascens
0.001378919,-0.046202915,HypsiboasCinerascens
-0.208375107,-0.126824195,HypsiboasCinerascens
-0.037483074,-0.07155046,HypsiboasCinerascens
-0.247105128,-0.116205613,HypsiboasCinerascens
0.007501464,-0.055270894,HypsiboasCinerascens
-0.102708962,-0.044584666,HypsiboasCinerascens
-0.007214176,-0.071435295,HypsiboasCinerascens
-0.049381897,-0.054749881,HypsiboasCinerascens
0.032057762,-0.156104489,HypsiboasCinerascens
-0.060873103,-0.225691261,HypsiboasCinerascens
-0.047318804,-0.040128293,HypsiboasCinerascens
0.004270426,-0.134812928,HypsiboasCinerascens
-0.041710722,-0.080333734,HypsiboasCinerascens
0.00165774,-0.15038831,HypsiboasCinerascens
-0.085021299,-0.129356306,HypsiboasCinerascens
-0.138392843,-0.143578687,HypsiboasCinerascens
-0.054565079,-0.089902544,HypsiboasCinerascens
-0.086767614,-0.117915441,HypsiboasCinerascens
-0.049552908,0.046806268,HypsiboasCinerascens
-0.063518691,-0.077019684,HypsiboasCinerascens
-0.042804461,-0.100959241,HypsiboasCinerascens
-0.085650387,-0.147425158,HypsiboasCinerascens
-0.224539838,-0.107828547,HypsiboasCinerascens
0.033273125,-0.071940717,HypsiboasCinerascens
-0.054900212,-0.083706643,HypsiboasCinerascens
-0.082335329,-0.059185714,HypsiboasCinerascens
-0.151663235,-0.138526099,HypsiboasCinerascens
-0.058012525,-0.148928253,HypsiboasCinerascens
-0.084317462,-0.077607257,HypsiboasCinerascens
-0.036645891,-0.153554988,HypsiboasCinerascens
-0.103388134,-0.14582531,HypsiboasCinerascens
-0.103387667,-0.191094298,HypsiboasCinerascens
-0.030843262,-0.114529431,HypsiboasCinerascens
-0.092259251,-0.113094174,HypsiboasCinerascens
-0.077756323,-0.055637517,HypsiboasCinerascens
-0.134228148,-0.096615146,HypsiboasCinerascens
-0.12459042,-0.109828315,HypsiboasCinerascens
-0.094748375,-0.192046643,HypsiboasCinerascens
-0.094660892,-0.091104103,HypsiboasCinerascens
-0.094430968,-0.080411732,HypsiboasCinerascens
-0.039142625,-0.15893436,HypsiboasCinerascens
-0.097909518,-0.131811017,HypsiboasCinerascens
-0.049566268,-0.145489228,HypsiboasCinerascens
-0.082158803,-0.091458514,HypsiboasCinerascens
-0.019057024,-0.119599828,HypsiboasCinerascens
-0.009220295,-0.158919762,HypsiboasCinerascens
-0.07265827,-0.081109864,HypsiboasCinerascens
-0.087272433,-0.034461706,HypsiboasCinerascens
-0.01041573,-0.06661764,HypsiboasCinerascens
-0.047349391,-0.070489983,HypsiboasCinerascens
-0.159173948,-0.167754581,HypsiboasCinerascens
-0.071722084,-0.045269511,HypsiboasCinerascens
-0.078548637,-0.134856887,HypsiboasCinerascens
-0.003974844,-0.143154399,HypsiboasCinerascens
-0.070675359,-0.147318439,HypsiboasCinerascens
-0.092969139,-0.144535106,HypsiboasCinerascens
-0.0974941,-0.193467101,HypsiboasCinerascens
-0.065887207,-0.12905381,HypsiboasCinerascens
-0.041212249,-0.04735589,HypsiboasCinerascens
-0.030465548,-0.147445763,HypsiboasCinerascens
-0.018399538,-0.173738132,HypsiboasCinerascens
-0.120474564,-0.203000108,HypsiboasCinerascens
-0.13047855,-0.151665283,HypsiboasCinerascens
-0.153567594,-0.035240026,HypsiboasCinerascens
-0.110232035,-0.221377918,HypsiboasCinerascens
-0.149276235,-0.093835577,HypsiboasCinerascens
-0.037334243,-0.07996846,HypsiboasCinerascens
-0.131657474,-0.083382219,HypsiboasCinerascens
-0.147707886,-0.120625666,HypsiboasCinerascens
-0.052234048,-0.105887777,HypsiboasCinerascens
-0.118468719,-0.153604393,HypsiboasCinerascens
-0.098306813,-0.085903597,HypsiboasCinerascens
-0.112471475,-0.147812479,HypsiboasCinerascens
-0.073770813,-0.113869734,HypsiboasCinerascens
-0.120786694,-0.086982231,HypsiboasCinerascens
-0.030295419,-0.122936921,HypsiboasCinerascens
-0.056043848,-0.099703063,HypsiboasCinerascens
-0.101160058,-0.068039847,HypsiboasCinerascens
-0.101658152,-0.11371581,HypsiboasCinerascens
-0.014819859,-0.087789027,HypsiboasCinerascens
-0.040121106,-0.091970664,HypsiboasCinerascens
-0.142840734,-0.071944162,HypsiboasCinerascens
-0.198264234,-0.085760716,HypsiboasCinerascens
-0.27059165,-0.108780734,HypsiboasCinerascens
-0.180925383,-0.084851769,HypsiboasCinerascens
-0.243512145,-0.109634175,HypsiboasCinerascens
-0.229556771,-0.141103841,HypsiboasCinerascens
-0.186968841,-0.067358857,HypsiboasCinerascens
-0.177258772,-0.124572806,HypsiboasCinerascens
-0.164521979,-0.097445547,HypsiboasCinerascens
-0.174506137,-0.14472847,HypsiboasCinerascens
